,0,1,2,3,4,5
373,4437,マザーズ,ｇｏｏｄｄａｙｓホールディングス(株),ＩＴシステム開発。賃貸物件のリノベーションと不動産情報サイト「ｇｏｏｄｒｏｏｍ」運営,11:27,"1,020"
374,4438,マザーズ,(株)Ｗｅｌｂｙ,個人の健康・医療情報プラットフォーム展開。主力は製薬メーカー向けで、納品など下期偏重,10:48,835
375,4439,東証1部,(株)東名,月額制の中小企業向け光回線サービスが主力。情報通信商品の販売や電力小売りも展開,09:37,"1,177"
376,4440,東証1部,(株)ヴィッツ,組み込みソフト・自動運転開発用ソフト・受託。車載に強み、コンサル業務も。アイシン出資,10:23,"1,374"
377,4441,東証1部,トビラシステムズ(株),独自の抽出アルゴリズムを用い迷惑電話番号を自動的に拒否、警告するシステムを開発、提供,11:30,961
378,4442,マザーズ,バルテス(株),ソフトウェアテスト事業が主力。関連の品質コンサル、人材派遣やセキュリティ・脆弱性診断も,11:25,"1,351"
379,4443,東証1部,Ｓａｎｓａｎ(株),クラウド型名刺管理の法人向けサービス草分け。個人向けビジネスＳＮＳ「Ｅｉｇｈｔ」も展開,11:30,"2,574"
380,4444,マザーズ,(株)インフォネット,Ｗｅｂコンテンツ管理システム（ＣＭＳ）主力。月額利用料多い。ＡＩ育成。２１年アイアクト買収,09:50,814
381,4445,マザーズ,リビン・テクノロジーズ(株),サイト「リビンマッチ」を中心に不動産や住宅業界に特化したネットマーケサービスを提供,11:30,"4,460"
382,4446,東証1部,(株)Ｌｉｎｋ−Ｕ,独自サーバーでコンテンツ配信を展開。漫画アプリに強み。ＮＦＴ（非代替性トークン）事業も,11:13,"1,115"
383,4447,福岡Q,(株)ピー・ビーシステムズ,基幹システムのクラウド化・仮想化事業が柱。３６０度ＶＲシアター「４Ｄ王」の開発販売も,11:27,665
384,4448,マザーズ,Ｃｈａｔｗｏｒｋ(株),クラウド型ビジネスチャットツールを開発・販売。広告表示や容量制限のない有料版が収益源,11:30,"1,096"
385,4449,東証1部,(株)ギフティ,商品・サービスと交換できる電子チケット・ｅギフト発券・流通を一貫展開。マレーシアに現法,11:30,"2,462"
386,4450,マザーズ,(株)パワーソリューションズ,資産運用会社を中心とした金融機関向けＳＩが主力。業務受託などアウトソーシングも展開,09:24,"2,495"
387,4475,マザーズ,ＨＥＮＮＧＥ(株),クラウドＩＤ管理サービス「ＨＥＮＮＧＥＯｎｅ」展開。解約率低いストック型ビジネス中心,11:30,"4,065"
388,4476,マザーズ,ＡＩ　ＣＲＯＳＳ(株),企業向けコミュニケーションツール提供。メッセージサービスやＡＩ解析。企業内チャット売却,11:29,"1,461"
389,4477,マザーズ,ＢＡＳＥ(株),個人、小規模事業者向けＥＣプラットフォーム「ＢＡＳＥ」運営。店舗売上連動の利用料が収益源,11:30,680
390,4478,マザーズ,フリー(株),クラウド型会計・人事労務ソフトを開発。主要顧客は個人事業主や中小企業。自動化機能に特徴,11:30,"6,380"
391,4479,マザーズ,(株)マクアケ,新商品・サービスのテスト販売に特化したＥＣ「マクアケ」運営。新製品開発・ＰＲ支援にも強み,11:30,"4,910"
392,4480,マザーズ,(株)メドレー,ヘルスケア領域向け成果報酬型人材紹介が主力。オンライン診療システムと電子カルテ育成中,11:30,"2,662"
393,4481,東証1部,ベース(株),システム受託開発が主力。ＥＲＰ等ソリューションも。中国・無錫に拠点。配当性向３０％メド,11:19,"4,145"
394,4482,マザーズ,(株)ウィルズ,株主優待商品交換サイト「プレミアム優待倶楽部」運営、機関投資家情報提供などＩＲ支援も,11:30,922
395,4483,東証1部,(株)ＪＭＤＣ,健康保険組合の医療データを匿名加工し製薬・保険会社等へ提供。遠隔医療や調剤薬局支援も,11:30,"8,070"
396,4484,マザーズ,ランサーズ(株),仕事を外注したい企業と受注したい個人のマッチングプラットフォーム「ランサーズ」運営,11:29,413
397,4485,マザーズ,(株)ＪＴＯＷＥＲ,携帯キャリア各社の屋内通信設備を共用化する事業が主力。屋外共用電波タワーも育成中,11:30,"10,150"
398,4486,マザーズ,ユナイトアンドグロウ(株),会員の中堅・中小企業向けにＩＴ人材と知識を提供するシェアード・エンジニアリング事業展開,11:10,"1,773"
399,4487,マザーズ,(株)スペースマーケット,住宅、会議室など空きスペースの貸し手・借り手のマッチングサービス展開。利用手数料が柱,11:24,932
400,4488,マザーズ,ＡＩ　ｉｎｓｉｄｅ(株),ＡＩ認識技術活用したクラウド型ＯＣＲサービスが柱。手書き文字のデジタル文字変換に強み,11:29,"7,640"
401,4489,マザーズ,(株)ペイロール,給与計算サービスをクラウドで提供。１０００人以上の企業が対象。利用者数約１００万人,11:27,865
402,4490,マザーズ,(株)ビザスク,ビジネス知見持つアドバイザーと顧客をつなぐ「スポットコンサル」展開。米同業を大型買収,11:30,"5,500"
403,4491,東証JQS,コンピューターマネージメント(株),独立系ＳＩ、関西から出発し全国展開。金融や医療に強く、インフラ構築も。ＳＡＰパートナー,09:13,"3,470"
404,4492,東証JQS,(株)ゼネテック,デジタルソリューション柱。正規輸入代理店契約で３次元ＣＡＭ等販売。災害位置システム提供,11:16,947
405,4493,マザーズ,(株)サイバーセキュリティクラウド,ＡＩ技術を活用した、クラウド提供のＷｅｂセキュリティサービス「攻撃遮断くん」が主力,11:30,"1,940"
406,4494,東証2部,バリオセキュア(株),ネットセキュリティサービスに特化。機器レンタル、ソフト開発、運用等包括的に手がける,11:30,"1,219"
407,4495,マザーズ,(株)アイキューブドシステムズ,法人向けＭＤＭ（モバイル端末管理）サービス首位の「ＣＬＯＭＯ」提供。月額課金のＳａａＳ,10:50,"4,070"
408,4496,マザーズ,(株)コマースＯｎｅホールディングス,中堅・中小のＥＣサイト運営支援をＳａａＳ型で提供。バックヤード等カスタマイズも手がける,11:30,"1,389"
409,4498,マザーズ,サイバートラスト(株),ＳＢテクノロジー傘下、認証・セキュリティが主力、Ｌｉｎｕｘに強く、ＩｏＴ事業を育成中,11:27,"3,470"
410,4499,東証JQS,(株)Ｓｐｅｅｅ,データを活用したマーケティング支援と中古物件売却や外装リフォームの仲介サイトも運営,11:30,"5,680"
411,4644,東証JQS,イマジニア(株),モバイルコンテンツ配信、企画が柱。パッケージソフト、キャラクターのライセンス商品販売も,11:27,997
412,4662,東証1部,(株)フォーカスシステムズ,公共向けシステム開発に強い。保守・運用・セキュリティサービスも。独自の暗号システムに進出,11:28,995
413,4667,東証JQS,アイサンテクノロジー(株),測量、土木建設業向けなど自社ソフトの開発・販売が主力事業。自動運転関連の強化進める,10:22,"1,321"
414,4674,東証1部,(株)クレスコ,受託によるソフト開発主力、金融系に強い。情報家電などの組み込み開発も手がける。独立系,11:30,"1,994"
415,4676,東証1部,(株)フジ・メディア・ホールディングス,フジサンケイグループ。若年層強い。視聴率は低迷中。音楽、通販、不動産など多角経営を推進,11:30,"1,159"
416,4684,東証1部,(株)オービック,独立系ＳＩ。主軸のＥＲＰが中小・中堅から大企業向けに拡大。無借金経営。持分にＯＢＣ,11:30,"20,860"
417,4685,東証JQS,(株)菱友システムズ,三菱重工系。情報処理、ソフト開発、設計解析、システム機器販売が柱。ＩＢＭの有力特約店,09:00,"2,207"
418,4686,東証1部,(株)ジャストシステム,「ＡＴＯＫ」等ソフトや法人業務システムなどを展開。通信教育も拡大。キーエンスと資本提携,11:30,"5,390"
419,4687,東証1部,ＴＤＣソフト(株),金融関連ソフトの開発に強み持つ独立系ＳＩ。クラウドに対応した自社製品の育成に注力中,11:27,"1,109"
420,4689,東証1部,Ｚホールディングス(株),ネットサービス国内先駆。広告やＥＣが柱。決済など金融育成。２１年３月にＬＩＮＥが傘下入り,11:30,721.8
421,4704,東証1部,トレンドマイクロ(株),情報セキュリティソフト「ウイルスバスター」が高シェア。個人、法人用で国内首位。世界３位,11:30,"6,840"
422,4709,東証1部,(株)ＩＤホールディングス,独立系ＳＩｅｒ。システム運営管理を主力にＩＴサービス提供。米国ベンチャーファンドに出資,11:29,856
423,4716,東証1部,日本オラクル(株),米国オラクル日本法人。ＤＢ管理ソフトで独走。クラウドサービス育成中。配当性向４割,11:30,"10,360"
424,4719,東証1部,(株)アルファシステムズ,通信系ソフトから非通信系システム開発に急傾斜。独立系だが富士通、ＮＴＴグループ６割強,11:29,"4,090"
425,4722,東証1部,フューチャー(株),システムのコンサル、開発が主。メディア、ＥＣへの投資も。大型コンピュータの小型化に特色,11:30,"3,710"
426,4725,東証1部,(株)ＣＡＣ　Ｈｏｌｄｉｎｇｓ,独立系。システム構築・運用。信託銀行、製薬業向けに強み。医薬品開発支援（ＣＲＯ）は撤退,11:08,"1,539"
427,4726,東証1部,ＳＢテクノロジー(株),法人・行政向けクラウドやセキュリティが柱。マイクロソフトと密接。自社サービス拡大中,11:30,"2,620"
428,4728,東証1部,(株)トーセ,家庭用ゲームソフト開発・制作請負で専業最大手。スマホゲーム開発やサイト運営も行う,10:37,728
429,4733,東証1部,(株)オービックビジネスコンサルタント,中小企業向け業務パッケージソフト「奉行シリーズ」で高シェア。オービックが大株主。無借金,11:30,"5,040"
430,4736,東証JQS,日本ラッド(株),独立系ＳＩ。流通や車載などハードとソフトの組成技術に強み。ビッグデータ、ＦＰＧＡに注力,09:18,528
431,4739,東証1部,伊藤忠テクノソリューションズ(株),伊藤忠系ＳＩ。海外ＩＴ機器の販売を出発点にソフト、サービスに注力。通信事業者向けが主力,11:30,"3,880"
432,4743,東証1部,(株)アイティフォー,独立系ＳＩベンダー。ネットワーク構築や延滞債権管理システム等のソフト開発に強み。無借金,11:21,804
433,4746,東証1部,(株)東計電算,独立系情報処理会社。システムの設計開発、運用（受託）やデータ処理業務など手がける。好財務,11:30,"5,010"
434,4748,東証JQS,(株)構造計画研究所,構造計算から創業のＳＩ。独自の防災コンサル展開。住宅・エネ向け開発に実績。クラウド強化中,11:08,"2,618"
435,4752,東証JQS,(株)昭和システムエンジニアリング,入力業務から受託計算、ソフト開発まで一貫サービス、証券、生損保向けシステム構築に強み,11:29,752
436,4761,東証2部,(株)さくらケーシーエス,ソフト開発、データセンター主体。自治体、三井住友銀、富士通向け多い。兵庫中心から首都圏も,10:32,868
437,4762,東証1部,(株)エックスネット,生損保や銀行向け資産運用、融資システムサービス提供が主力。０９年ＮＴＴデータの子会社に,09:55,"1,000"
438,4764,東証JQG,Ｎｅｘｕｓ　Ｂａｎｋ(株),システム構築などＩＴ事業が祖業。２０年１１月現ネクサスカード子会社化、傘下に韓国の貯蓄銀行,11:30,116
439,4768,東証1部,(株)大塚商会,情報サービス大手でＳＩから保守まで一貫。中堅・中小に強み。オフィス通販「たのめーる」も,11:30,"5,230"
440,4769,東証JQS,(株)インフォメーションクリエーティブ,システム開発と運用が２本柱の独立系ＳＩ。客先常駐型の開発多い。日立グループ向けが約５割,10:04,896
441,4770,東証2部,図研エルミック(株),図研傘下の映像系ミドルウェア会社。パッケージ販売撤退、組み込み受託開発へ転換し再建模索,09:58,308
442,4772,東証JQG,(株)ストリームメディアコーポレーション,韓国エンタメ企業首位・ＳＭエンタテインメント傘下。モバイル、イベント等でコンテンツ展開,10:59,179
443,4776,東証1部,サイボウズ(株),業務を効率化するグループウェアで国内シェア高い。パッケージソフト、クラウド両方で提供,11:29,"2,091"
444,4777,東証JQS,(株)ガーラ,欧米向けＰＣオンラインゲームが中核。スマホのアプリ開発に傾注。コミュニティ構築・運営も,11:27,270
445,4783,東証JQS,日本コンピュータ・ダイナミクス(株),システム開発、運用サービス、駐輪場管理システムが経営の３本柱。駐輪場の運営事業も展開,10:49,700
446,4800,東証JQS,オリコン(株),音楽データベースから出発。現在はニュースサイト運営、顧客満足度（ＣＳ）調査事業が２本柱,11:22,"1,093"
447,4812,東証1部,ＩＳＩＤ,電通の基幹システム構築が収益源。設計開発支援強く、人事管理や会計の自社品育つ。無借金,11:30,"3,705"
448,4813,東証1部,(株)ＡＣＣＥＳＳ,ＩｏＴデバイス受託開発やブラウザ、電子書籍プラットフォームが柱。ネットワーク事業育成中,11:26,723
449,4814,東証JQS,ネクストウェア(株),ＤＢシステムのアウトソーシングが中心、メーカーに強み。１８年にＯＳＫ日本歌劇団を子会社化,10:34,164
450,4816,東証JQS,東映アニメーション(株),東映系のアニメ制作老舗。テレビ向けに強み。キャラクターの商品化権等の版権収入も大きい,11:30,"15,240"
451,4819,東証1部,(株)デジタルガレージ,決済、広告、ベンチャー投資などネットビジネス周辺で多角化。持分会社カカクコム（２０％出資）,11:30,"5,080"
452,4820,東証1部,(株)ＥＭシステムズ,調剤薬局向けシステムの大手、国内シェア３割超で首位。医科システム拡大、介護・福祉も育成,11:20,762
453,4824,マザーズ,(株)メディアシーク,法人システムコンサルが主力。ＱＲコード読み取りアプリは広告収入主体のビジネスモデル,11:27,404
454,4825,東証1部,(株)ウェザーニューズ,民間気象情報で世界最大手。航海・鉄道・航空向けの交通気象に強い。個人向けも積極展開,11:29,"10,020"
455,4826,東証1部,(株)ＣＩＪ,独立系２次請けシステム開発。ＯＳ周辺で高い技術力。日立製作所とＮＴＴデータ向けが４割弱,11:30,847
456,4828,東証1部,ビジネスエンジニアリング(株),ＥＲＰで自社製ＭＣフレーム、独ＳＡＰ製品など扱う。筆頭株主ＴＥＣが１８年春持株全部売却,11:30,"3,560"
457,4829,東証1部,日本エンタープライズ(株),スマホ向けコンテンツ配信と法人ＳＩが２本柱。豊洲移転で拡大の水産物ＥＣなど新事業模索,11:30,184
458,4832,東証2部,ＪＦＥシステムズ(株),旧川鉄のシステム部門が分離。企業の情報システム構築・運用が主。ＪＦＥスチール向け４割強,11:15,"1,937"
459,4838,東証JQS,(株)スペースシャワーネットワーク,ＣＳ等に音楽番組供給。大型夏フェス主催。音楽配信、メイドカフェ、動画配信サービスも運営,11:30,413
460,4839,東証1部,(株)ＷＯＷＯＷ,日本初の民間衛星放送会社。ＢＳ、ＣＳに有料番組提供。スポーツ、音楽、ドラマ自社制作に注力,11:30,"1,984"
461,4845,東証1部,(株)スカラ,サイト内検索など、企業向けＡＳＰサービス展開。営業支援システムのソフトブレーンは売却,11:25,657
462,4847,東証1部,(株)インテリジェント　ウェイブ,システム開発、製品販売。カード決済システム首位。内部情報漏洩対策等も。大日本印刷傘下,10:50,546
463,6879,東証1部,(株)ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,映像制作軸に企画、放送、機器開発・販売等を展開。動画配信業者向け映像制作サービスに参入,11:30,678
464,6888,東証JQS,アクモス(株),ＩＴソリューション事業主軸に展開。医療系システム開発など重点分野強化にＭ＆Ａ戦略駆使,11:10,348
465,6942,東証JQS,(株)ソフィアホールディングス,ＩＰ電話の通信、調剤薬局、インターネット事業の３本柱経営。ローカル５Ｇ活用した事業育成,11:03,"1,108"
466,7518,東証1部,ネットワンシステムズ(株),通信やセキュリティなどＩＴインフラ構築強い。大手企業向け。シスコ製品の取扱比率約５割,11:30,"3,400"
467,7527,東証1部,(株)システムソフト,システム開発からＷｅｂマーケ支援事業など拡大中。不動産サイトも。ＡＰＡＭＡＮ傘下,11:29,122
468,7595,東証1部,(株)アルゴグラフィックス,ＣＡＤシステム販売、保守サービス主柱、自動車向け半分。ＣＡＥ育成中。ＳＣＳＫと資本提携,11:07,"3,200"
469,7844,東証1部,(株)マーベラス,コンテンツ活用し、ＤＶＤ、ゲーム等を企画・制作。アニメが原作の２・５次元舞台が拡大中,11:30,746
470,7849,東証JQS,スターツ出版(株),雑誌「オズマガジン」「メトロミニッツ」発行、「オズモール」や小説投稿サイト運営。スターツ系,09:18,"3,475"
471,7860,東証1部,エイベックス(株),ダンス系音楽で成長。ライブ、イベントなど非ＣＤ分野を強化。アニメ製作や音楽・映像配信も,11:30,"1,682"
472,8056,東証1部,日本ユニシス(株),ＳＩ大手。１２年から大日本印刷の資本下に。金融中心に空運、流通など幅広い業種と取引,11:30,"3,220"
473,8096,東証1部,兼松エレクトロニクス(株),兼松傘下のＩＴベンダー。仮想化ビジネスを中心にＩＴインフラの構築、保守、運用を手がける,11:29,"3,980"
474,8157,東証1部,都築電気(株),独立系。通信と情報システムが２本柱。サービス収入を拡大志向。大株主の麻生と連携へ,11:00,"1,810"
475,9360,東証2部,鈴与シンワート(株),鈴与グループ。物流とＳＩの２本柱。ＮＴＴデータ２次請け開発、パッケージソフト開発に強み,11:28,"1,299"
476,9399,東証,ビート・ホールディングス・リミテッド,,11:28,47
477,9401,東証1部,(株)ＴＢＳホールディングス,民放キー局の一角。放送と不動産が収益柱。視聴率は民放３位に浮上。傘下に雑貨店「プラザ」,11:30,"1,753"
478,9402,名証1部,中部日本放送(株),東海３県がエリアでＴＢＳ系列の一角。中日新聞色。ラジオ兼営で民間ラジオでは最古参,10:07,540
479,9404,東証1部,日本テレビホールディングス(株),読売グループでテレビ放送草分け。視聴率首位継続。動画配信「Ｈｕｌｕ」、スポーツジムも展開,11:30,"1,192"
480,9405,東証1部,朝日放送グループホールディングス(株),大阪地盤の民放でテレ朝系列。「探偵！ナイトスクープ」など自社番組も制作。住宅展示場大手,11:13,700
481,9407,福証,(株)ＲＫＢ毎日ホールディングス,九州北部地盤でラジオ・テレビ兼営。ＴＢＳ系列。毎日放送・毎日新聞色。独自番組に定評,12/07,"6,000"
482,9408,東証JQS,(株)新潟放送,新潟県下でラジオ・テレビを兼営するＴＢＳ系列局。放送と情報処理サービスの２本柱を展開,09:00,"1,307"
483,9409,東証1部,(株)テレビ朝日ホールディングス,朝日新聞社系、視聴率は民放キー局２位。高齢者層に強い。ネット放送局「アベマ」も展開,11:30,"1,479"
484,9412,東証1部,(株)スカパーＪＳＡＴホールディングス,アジア最大の通信衛星サービスとＣＳで有料多チャンネル放送「スカパー！」事業の２本柱,11:30,426
485,9413,東証1部,(株)テレビ東京ホールディングス,民放キー局５位。日本経済新聞社系で経済番組に特徴。アニメ関連やドラマ配信収入が拡大中,11:30,"2,062"
486,9414,東証1部,日本ＢＳ放送(株),ビックカメラ傘下の無料ＢＳ放送局。アニメや韓国ドラマ、競馬、通販に強み。傘下に出版社も,11:23,"1,104"
487,9416,東証1部,(株)ビジョン,安定事業のＷｅｂマーケティング支援と成長事業のＷｉ−Ｆｉルーターレンタルの２本柱,11:30,"1,306"
488,9417,東証1部,(株)スマートバリュー,クラウドソリューションの運転情報管理や自治体情報が主力。テレマティクスサービスも注力,11:26,475
489,9418,東証1部,(株)ＵＳＥＮ−ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,旧母体ＵＳＥＮが傘下の持株会社。店舗・施設向け音楽サービス、動画配信、格安スマホ等提供,11:30,"3,040"
490,9419,東証1部,(株)ワイヤレスゲート,他社インフラ借りて公衆無線ＬＡＮ、ＷｉＭＡＸサービス展開。ヨドバシで販売、従業員少ない,11:25,331
491,9421,東証JQS,(株)エヌジェイホールディングス,ゲームの受託運営や開発が主力。ａｕや併売店中心の携帯ショップや、人材派遣も手がける,09:28,830
492,9422,東証1部,コネクシオ(株),国内２位の携帯販社。パナソニック系を吸収し国内首位のドコモ販売店に。配当性向４０％メド,11:30,"1,439"
493,9423,東証JQS,(株)ＦＲＳ,フォーバル傘下。企業のオフィス移転支援が主。ＯＡ機器販売、ネットワーク構築や内装工事も,11:30,99
494,9424,東証1部,日本通信(株),仮想移動体通信事業者（ＭＶＮＯ）の先駆。ソフトバンクとの相互接続を１７年開始。ＭＶＮＥも,11:30,209
495,9425,東証JQS,日本テレホン(株),東京、大阪で携帯販売店経営。成長見込める中古販売にシフト中、法人向け主軸だが個人向けも,11:27,424
496,9428,東証1部,(株)クロップス,東海地盤の携帯電話販売会社。「ａｕ」専売。飲食店舗賃貸子会社テンポイノベーション稼ぎ大,10:30,"1,043"
497,9432,東証1部,日本電信電話(株),ＮＴＴグループ持株会社。ドコモ主力。固定電話独占、光回線高シェア。海外開拓・提携に注力,11:30,"3,104"
498,9433,東証1部,ＫＤＤＩ(株),総合通信大手。携帯・光回線を展開。物販など非通信伸ばしライフデザイン企業への脱皮模索中,11:30,"3,353"
499,9434,東証1部,ソフトバンク(株),「ソフトバンク」「ワイモバイル」展開する通信会社。ヤフー、ＺＯＺＯなど買収で非通信を拡大,11:30,"1,495"
500,9435,東証1部,(株)光通信,継続課金品を提供。法人向け事務機・携帯から自社品に軸足シフト。宅配水が成長。四半期配当,11:30,"17,920"
501,9436,東証JQS,沖縄セルラー電話(株),ＫＤＤＩ傘下の総合通信会社。沖縄県では携帯シェア５割と圧倒的。固定通信と併せて顧客開拓,11:29,"5,100"
502,9438,東証1部,(株)エムティーアイ,「ｍｕｓｉｃ．ｊｐ」等コンテンツ配信が主。医療機関・自治体向けのヘルスケアＤＸを育成中,11:30,639
503,9441,東証JQS,(株)ベルパーク,ソフトバンク主体の携帯電話販売代理店。ＯＣモバイルの買収で３携帯会社のショップを運営,09:00,"8,030"
504,9444,東証JQS,(株)トーシンホールディングス,東海地盤に携帯電話販売代理店を展開。ａｕ、ソフトバンクが主力。不動産・ゴルフ場運営も,09:49,611
505,9445,東証2部,(株)フォーバルテレコム,中小企業向け通信料最適化・請求書一本化サービス展開。携帯電話強化。子会社で印刷、保険も,11:22,357
506,9446,東証JQS,(株)サカイホールディングス,東海・関東でソフトバンク携帯販売店展開。１７年持株会社。収益柱は太陽光発電で保険、葬祭も,11:13,606
507,9449,東証1部,ＧＭＯインターネット(株),上場子会社９社を持つ総合ネットグループ。インフラ、金融が中核。暗号資産、広告メディアも,11:30,"2,868"
508,9450,東証1部,(株)ファイバーゲート,賃貸物件オーナーや商業施設向けにＷｉ−Ｆｉサービス提供。法人に通信機器の製造・販売も,11:30,"1,146"
509,9466,東証1部,(株)アイドママーケティングコミュニケーション,流通企業への販売支援。マーケティング分析からプロモーション提案、チラシ制作まで一貫受注,10:40,312
510,9467,マザーズ,(株)アルファポリス,Ｗｅｂに投稿されたライトノベルから人気作選び編集、書籍化し出版。漫画が稼ぎ頭に成長,11:30,"3,840"
511,9468,東証1部,(株)ＫＡＤＯＫＡＷＡ,出版大手ＫＡＤＯＫＡＷＡと動画サイト運営のドワンゴが統合。電子書籍、アニメ等に注力,11:30,"5,700"
512,9470,東証1部,(株)学研ホールディングス,学習参考書や児童書でトップ。買収で塾、教室を全国展開。高齢者・介護支援住宅、保育園も拡大,11:30,"1,023"
513,9471,名証2部,(株)文溪堂,学習図書出版・教材の大手。小学生向け主力。利益は４月含む上期偏重。単独配当性向４０％忠実,09:00,"1,252"
514,9474,東証1部,(株)ゼンリン,地図情報断トツ。住宅地図を唯一全国展開。カーナビ、ネット配信強い。収益は期末偏重,11:20,996
515,9475,東証1部,(株)昭文社ホールディングス,「マップル」など地図出版首位級、ガイドブック大手。電子情報も。旅行先のレジャー予約に注力,10:42,488
516,9476,東証JQS,(株)中央経済社ホールディングス,経営実務が得意な総合出版社。会社法、会計、税務など専門書籍や雑誌を展開。編集プロ買収,12/07,587
517,9478,東証JQS,ＳＥホールディングス・アンド・インキュベーションズ(株),技術書出版の翔泳社のほかマーケティング支援、スマホコンテンツ作成、技術者派遣・研修も,11:26,258
518,9479,東証1部,(株)インプレスホールディングス,出版、ＩＴ双方に立脚、ネット関連出版の草分け。デジタルコンテンツ強化。傘下に山と渓谷社,11:30,227
519,9600,東証1部,(株)アイネット,ＤＣ（データセンター）規模は独立系上位。ＤＣ軸に情報処理・システム開発。宇宙関連事業強化,11:27,"1,399"
520,9601,東証1部,松竹(株),歌舞伎興行が発祥で映画に展開。映画興行中位。不動産賃貸が安定収益。１３年に歌舞伎座新開業,11:28,"11,330"
521,9602,東証1部,東宝(株),阪急系、発祥は映画興行。邦画配給、興行収入で断トツ。映画館跡地利用の不動産賃貸が下支え,11:30,"5,070"
522,9605,東証1部,東映(株),映画製作・興行収入中位。アニメ、実写戦隊物に強み。テレ朝と株式持ち合い、同局ドラマ制作も,10:01,"18,560"
523,9613,東証1部,(株)ＮＴＴデータ,ＮＴＴ傘下のＳＩ専業最大手。省庁、金融機関に強い。米デルのＩＴサービス会社を１６年買収,11:30,"2,401"
524,9629,東証1部,ピー・シー・エー(株),公認会計士の有志が設立した独立系ソフトハウス。会計や販売管理など業務用ソフトで先駆,11:30,"1,569"
525,9640,東証JQS,(株)セゾン情報システムズ,セゾン系。システム開発、情報処理手がける。ファイル転送ミドルウェア「ＨＵＬＦＴ」が収益柱,09:01,"1,919"
526,9651,東証JQS,日本プロセス(株),独立系システム開発会社。組み込み系、発電所向けの制御系が柱。自動車関連の開発が拡大,11:05,737
527,9658,東証1部,(株)ビジネスブレイン太田昭和,コンサルやシステム開発受託。会計システムに強み。情報セキュリティや医療向け事務代行も,11:20,"1,936"
528,9682,東証1部,(株)ＤＴＳ,情報サービス業大手。金融、通信向けソフト開発強い。オープン・Ｗｅｂ系の技術力強化。独立系,11:30,"2,565"
529,9684,東証1部,(株)スクウェア・エニックス・ホールディングス,エニックスとスクウェアが合併。「ドラクエ」「ＦＦ」軸にコンテンツ多面展開。タイトーも傘下,11:30,"5,930"
530,9685,東証JQS,ＫＹＣＯＭホールディングス(株),福井県発祥。システム開発は通信や公共に強み。アウトソーシング強化。レンタカー事業も,11:30,455
531,9687,東証JQS,(株)ＫＳＫ,独立系ソフトウェアの中堅。ＮＥＣグループ依存度は２割。ネットワークサービスの比重拡大,09:26,"2,254"
532,9691,東証JQS,(株)両毛システムズ,親会社ミツバの自動車部品製造システム中心に開発。情報処理の中堅。ＥＲＰ導入コンサルも,11:13,"1,785"
533,9692,東証1部,(株)シーイーシー,独立系ＳＩ。トヨタグループなど優良顧客の情報活用ツールに実績。組み込みソフト開発も強い,11:27,"1,291"
534,9697,東証1部,(株)カプコン,家庭用ゲームソフト開発大手。アクション系軸に人気作品多数。スマホ、ＳＮＳ向け開発積極化,11:30,"2,790"
535,9698,東証JQS,(株)クレオ,アマノ、ＺＨＤ系ソフト会社。受託開発とＥＲＰ販売が両輪。「筆まめ」売却し法人向けに特化,10:48,"1,114"
536,9702,東証1部,(株)アイ・エス・ビー,主力は通信制御ソフト。携帯基地局システムに強み。Ｗｉ−ＳＵＮ、セキュリティ等新分野育成,11:29,"1,020"
537,9709,東証2部,ＮＣＳ＆Ａ(株),ソフト開発の老舗。ＳＩ、アウトソーシングなど総合情報サービス展開。ＮＥＣ経由の請負多い,11:19,508
538,9717,東証1部,(株)ジャステック,システム開発・販売専業。一括請負を志向。金融や通信を中心に多方面に顧客を持つ。独立系,11:27,"1,055"
539,9719,東証1部,ＳＣＳＫ(株),ＩＴサービス大手。１１年に住商情報システムがＣＳＫを吸収。車載・ＡＩを戦略分野に位置づけ,11:30,"2,294"
