,0,1,2,3,4,5
179,3914,マザーズ,ＪＩＧ−ＳＡＷ(株),主力はサーバーなどの自動監視システム。ＩｏＴエンジンが国内外有力企業に採用され急成長,11:30,"6,450"
180,3915,東証1部,(株)テラスカイ,米セールスフォース（ＳＦ）とＡＷＳのクラウドシステム導入・開発を展開。大企業向け強い,11:30,"2,010"
181,3916,東証1部,デジタル・インフォメーション・テクノロジー(株),独立系情報サービス会社。ソフトウェア開発の比重が９割超。金融、通信などに顧客企業多い,11:30,"1,390"
182,3917,マザーズ,(株)アイリッジ,集客、販促のアプリ開発・施策展開。デジタルガレージと協業のマーケ企業を１８年８月連結化,11:30,780
183,3918,東証1部,ＰＣＩホールディングス(株),自動車、家電などの組み込みソフト開発が主力。業務ソフトやＩｏＴ、半導体の開発も手がける,11:18,"1,180"
184,3919,東証1部,パイプドＨＤ(株),クラウド活用のデータ管理プラットフォーム「スパイラル」が柱。月額サービス料が売上の大半,11:30,"2,510"
185,3920,東証1部,アイビーシー(株),ＩＣＴインフラ性能監視のパイオニア。分析サービス、プロダクト販売・導入、コンサルの３本柱,11:30,728
186,3921,東証1部,(株)ネオジャパン,グループウェア大手。クラウドサービスとパッケージ販売が２本柱。システム開発・保守も行う,11:30,"1,292"
187,3922,東証1部,(株)ＰＲ　ＴＩＭＥＳ,プレスリリース配信サイト「ＰＲＴＩＭＥＳ」を運営。原稿制作など関連サービス手がける,11:28,"3,305"
188,3923,東証1部,(株)ラクス,クラウドとＩＴ人材派遣の２本柱。「メールディーラー」と「楽楽精算」が利益成長を牽引,11:30,"3,055"
189,3924,東証1部,(株)ランドコンピュータ,コンサルからシステム導入、保守管理まで行う独立系ＳＩ。金融系に強み。富士通が主顧客,10:39,830
190,3925,東証1部,(株)ダブルスタンダード,ビッグデータの企業向け分析受託と活用サービス開発が２本柱。ＳＢＩグループが第２位株主,11:30,"3,125"
191,3926,東証1部,(株)オープンドア,格安旅行商品等を網羅した比較サイト「トラベルコ」が柱。若い女性利用多い。伝統工芸品紹介も,11:30,"2,037"
192,3927,マザーズ,(株)フーバーブレイン,情報セキュリティサービスの開発・販売企業。ウイルス対策とＰＣ業務管理に保守も手がける,11:28,890
193,3928,東証1部,(株)マイネット,事業者から買収や協業で取得したスマホゲームを再生・運営。相互送客ネットワークも展開,11:28,607
194,3929,マザーズ,ソーシャルワイヤー(株),プレスリリースの配信代行とレンタルオフィスの２本柱。物件貸出はアジア４カ国でも展開,11:03,557
195,3930,マザーズ,(株)はてな,運営する「はてなブログ」で広告獲得。企業サイト向けシステム、コンテンツ提供が利益支える,11:21,"1,264"
196,3931,マザーズ,(株)バリューゴルフ,プレー予約運営のゴルフ事業、トラベル事業主軸に全国展開。メディカル、広告メディア制作も,10:49,"1,620"
197,3932,東証1部,(株)アカツキ,スマホ向けゲームの企画・開発・配信会社。海外３０カ国以上でも展開。ＩＰの創出・活用に意欲,11:30,"2,716"
198,3933,東証JQS,チエル(株),学校教育向けＩＣＴ事業が柱。授業支援システム、情報セキュリティほか、進路支援サービスも,11:11,"1,084"
199,3934,東証1部,(株)ベネフィットジャパン,回線借り通信サービスを行うＭＶＮＯ事業者。モバイルＷｉ−Ｆｉが主力。コミュロボも扱う,11:19,"2,644"
200,3935,マザーズ,(株)エディア,ゲーム主力から電子書籍・コミック等ＩＰ（知的所有権）活用した多面的電子メディアへ展開,11:30,411
201,3936,マザーズ,(株)グローバルウェイ,クラウド開発、運用保守が柱。就活・転職口コミサイト「キャリコネ」も。シェアリング育成中,11:30,429
202,3937,東証1部,(株)Ｕｂｉｃｏｍホールディングス,オフショアのシステム開発と医療関連ソフトが柱。フィリピンに開発拠点、現地採用活発,11:29,"2,611"
203,3939,東証1部,(株)カナミックネットワーク,自治体、医師会、介護サービス事業者向けクラウドサービスが収益柱。ネット広告も手がける,11:02,498
204,3940,東証1部,(株)ノムラシステムコーポレーション,独ＳＡＰのＥＲＰ（統合業務システム）導入コンサルや保守が軸、独自テンプレートも開発,11:18,271
205,3960,マザーズ,(株)バリューデザイン,プリペイドカードシステム提供。自店利用の「ハウス」と他社店でも使える「ブランド」を展開,09:00,"1,813"
206,3961,マザーズ,シルバーエッグ・テクノロジー(株),ＡＩ（人工知能）を用いた、Ｗｅｂ上のマーケティング支援ツールを提供。閲覧分析に定評,10:52,981
207,3962,東証1部,(株)チェンジ,地方自治体・企業のＤＸを支援。ＩＴツールや人材育成サービス提供。ふるさと納税が稼ぎ頭,11:30,"2,118"
208,3963,東証1部,(株)シンクロ・フード,飲食店向けに求人、不動産、食材仕入れ等の情報サイトを運営。求人掲載料課金や広告が収益源,11:29,363
209,3964,東証1部,(株)オークネット,中古車や切り花など小売店向けネットオークション開催。中古スマホの海外流通事業を強化中,11:30,"1,616"
210,3965,東証1部,(株)キャピタル・アセット・プランニング,生命保険の販売支援システムとコンサルが主体。相続税対策の個人資産管理システムを育成中,11:30,777
211,3966,マザーズ,(株)ユーザベース,ビジネスデータのＳＰＥＥＤＡ、ＳＮＳ型ニュースのＮｅｗｓＰｉｃｋｓ運営。米ニュース撤退,11:30,"1,458"
212,3967,マザーズ,(株)エルテス,炎上対応や内部脅威検知など、ネット上のリスク管理支援が柱。警備業や自治体のＤＸ事業推進,10:48,950
213,3968,東証1部,セグエグループ(株),セキュリティ製品の輸入販売とソリューション関連が両輪。ＳＥ派遣に強み。自社開発品育成,10:36,777
214,3969,東証1部,(株)エイトレッド,ソフトクリエイトＨＤ傘下。ワークフローソフト専業。パッケージ販売に加えクラウド提供も,10:53,"2,290"
215,3970,マザーズ,(株)イノベーション,ＩＴ製品比較・資料請求サイト運営。掲載企業に成果報酬型課金。クラウド型マーケツールも,11:10,"3,535"
216,3974,東証JQS,(株)ティビィシィ・スキヤツト,美容サロン向け顧客管理システム、集客支援アプリが主。経理代行や老人ホーム運営も手がける,11:30,477
217,3976,マザーズ,(株)シャノン,営業活動に必要な情報を管理・運用するクラウドサービスが柱。イベント等管理システムも,11:28,"1,474"
218,3977,札幌ア,フュージョン(株),ダイレクトマーケ専業。データ分析、システム構築・提供、販促企画・コンサル等の総合力に特長,12/09,"1,192"
219,3978,東証1部,(株)マクロミル,マーケティング調査でインテージと並び首位グループ。ネット調査に強い。海外展開に積極的,11:30,"1,032"
220,3979,マザーズ,(株)うるる,月額課金の入札情報速報サービスが柱。データ入力等のＢＰＯ事業、電話代行事業なども展開,10:15,"1,821"
221,3981,東証1部,(株)ビーグリー,電子コミック配信サービス「まんが王国」運営。電子コミック等の出版、ゲーム事業も手がける,11:18,"1,805"
222,3983,東証1部,(株)オロ,自社開発ＥＲＰソフト提供。Ｗｅｂ活用のマーケティング支援も。アジア各地に現法立ち上げ,11:30,"3,285"
223,3984,東証1部,(株)ユーザーローカル,ビッグデータの各種解析ツールや人工知能（ＡＩ）を使った業務支援ツールを開発・提供,11:29,"1,655"
224,3985,東証1部,テモナ(株),定期販売特化型の通販システムが柱。健康食品・化粧品顧客に強み。広告・販促効率化ツールも,11:22,516
225,3986,マザーズ,(株)ビーブレイクシステムズ,クラウドＥＲＰを開発、販売。低コスト、拡張性あるセミオーダー型に特徴。サービス業が主顧客,10:52,"1,637"
226,3987,マザーズ,エコモット(株),ＩｏＴインテグレーション事業を展開。建設情報化施工支援システムが主軸。ＫＤＤＩと緊密,11:22,630
227,3988,東証JQS,(株)ＳＹＳホールディングス,自動車、工作機械用ソフト開発や金融向けなどのシステム開発。ＩＴ未経験者を積極採用し育成,10:32,"1,369"
228,3989,マザーズ,シェアリングテクノロジー(株),住まい関連トラブル対応のマッチングサイトを運営。多角化路線改め、柱の住まい関連に集中,11:30,138
229,3990,マザーズ,ＵＵＵＭ(株),ユーチューバーの制作サポート事業展開。動画視聴数連動のアドセンス、企業からの広告料が柱,11:30,804
230,3991,マザーズ,ウォンテッドリー(株),ビジネスＳＮＳ「ウォンテッドリー」運営、人材募集掲載ツール利用料が収益源、次期柱育成中,11:30,"1,594"
231,3992,東証1部,(株)ニーズウェル,金融システム開発に強み。ソリューション事業強化。エンドユーザーと直接取引は売上高の５割,11:25,568
232,3993,マザーズ,(株)ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,深層学習などＡＩアルゴリズムをクラウドで提供。駐車場管理システムなどＡＩ活用領域拡大,11:30,"2,583"
233,3994,東証1部,(株)マネーフォワード,個人向け家計簿アプリ「マネーフォワードＭＥ」と法人向けの会計・人事クラウドが２本柱,11:30,"6,920"
234,3995,マザーズ,(株)ＳＫＩＹＡＫＩ,音楽アーティスト等のファンクラブ（ＦＣ）運営、グッズＥＣサービスを提供。ＣＣＣ傘下,11:30,322
235,3996,東証1部,サインポスト(株),金融機関や公共向けシステム開発コンサル主力、ＡＩレジ育成中でＪＲ東日本子会社と合弁も,11:30,"1,289"
236,3997,東証JQS,(株)トレードワークス,金融関連会社のシステム開発・保守・運用など。インサイダー取引等不正取引の監視も行う,11:30,"1,000"
237,3998,マザーズ,(株)すららネット,低学力の子どもにも適応するオンライン学習教材を塾や学校、個人に提供。塾の開業支援も,11:30,"1,879"
238,3999,マザーズ,ナレッジスイート(株),中堅・中小企業向けに営業活動支援のクラウドサービス提供。価格優位性などを武器に顧客開拓,10:40,799
239,4011,マザーズ,(株)ヘッドウォータース,ＡＩを活用したソリューションを提供。業務分析から開発、保守・運用まで一気通貫。ＤＸ支援も,11:30,"5,300"
240,4012,マザーズ,(株)アクシス,金融機関、公的機関向け主体にシステム構築展開。車両の位置情報把握するクラウドサービスも,11:27,"1,580"
241,4013,マザーズ,勤次郎(株),就業管理パッケージ「勤次郎エンタープライズ」展開。クラウド比率上昇。健康経営需要にも対応,11:30,"1,071"
242,4014,マザーズ,(株)カラダノート,ライフステージに応じたファミリーデータプラットフォーム事業。現在は妊娠育児層に注力,11:30,"1,310"
243,4015,マザーズ,アララ(株),スーパーなど小売店向けにハウス電子マネーを提供。メール自動配信事業も。ストック売上型,10:40,730
244,4016,東証JQS,ＭＩＴホールディングス(株),ＳＩ（開発、運用保守）が主力。ソリューション（電子書籍、ＣＡＤ、顔認識）の育成に注力,10:44,782
245,4017,マザーズ,(株)クリーマ,ハンドメイド作品のＥＣ市場「Ｃｒｅｅｍａ」運営。１０％の成約手数料が柱。作品の広告表示も,11:29,"1,506"
246,4018,福岡Q,(株)Ｇｅｏｌｏｃａｔｉｏｎ　Ｔｅｃｈｎｏｌｏｇｙ,ＩＰアドレスで利用者の位置がわかるシステムの応用事業が主軸。企業のほか官公庁も顧客,09:57,"3,000"
247,4019,マザーズ,(株)スタメン,社内の情報共有、課題解決を支援するクラウドサービス「ＴＵＮＡＧ」とファン向けアプリ展開,11:16,763
248,4020,マザーズ,ビートレンド(株),外食、小売り等向けにスマホアプリによるＣＲＭ（顧客管理）サービス展開。販促メール配信も,10:46,"2,261"
249,4051,マザーズ,ＧＭＯフィナンシャルゲート(株),ＧＭＯペイメントゲートウェイ傘下。店舗等対面領域でキャッシュレスプラットフォーム提供,11:30,"30,400"
250,4052,マザーズ,フィーチャ(株),車載部品メーカー等向けに先進運転支援関連の画像認識ソフトを開発。中国に開発子会社,11:24,675
251,4053,マザーズ,(株)Ｓｕｎ　Ａｓｔｅｒｉｓｋ,企業の新規事業開発をデジタル技術、ビジネス設計の両面で継続支援。ＩＴ人材の育成・紹介も,11:30,"2,372"
252,4054,マザーズ,日本情報クリエイト(株),賃貸用不動産の仲介、管理業務を効率化するソフトを提供。初期費用を抑えた月額のＳａａＳ型,11:30,"1,113"
253,4055,マザーズ,ティアンドエス(株),企業の社内システムの受託開発や保守運用が主力。半導体工場の運用・保守、ＡＩ関連製品も,11:06,"1,593"
254,4056,マザーズ,ニューラルポケット(株),独自開発のＡＩアルゴリズムを活用したサービスを展開。端末内でデータ処理する技術に強み,11:29,"1,757"
255,4057,マザーズ,(株)インターファクトリー,大規模ＥＣ事業者向けにクラウド型ＥＣプラットフォームと保守運用サービスを提供,10:35,976
256,4058,マザーズ,トヨクモ(株),クラウド活用の安否確認とサイボウズ社キントーン連携の業務アプリ構築サービス展開,11:15,"2,332"
257,4059,東証JQS,(株)まぐまぐ,メルマガ配信サービス展開。メルマガ課金と運営メディアの広告収入が主。エアトリが親会社,11:17,728
258,4060,マザーズ,ｒａｋｕｍｏ(株),グループウェア拡張製品「ｒａｋｕｍｏ」を提供。低価格のクラウド型で安定収益積み上げ,11:29,"1,541"
259,4068,マザーズ,ベイシス(株),携帯電話基地局の保守・運用を全国展開、電気・ガス等のスマートメーター設置と遠隔監視も,11:27,"5,350"
260,4069,マザーズ,(株)ＢｌｕｅＭｅｍｅ,ローコード開発とアジャイル手法を標榜する次世代システム開発会社。コンサル、教育事業も,11:19,"2,171"
261,4071,マザーズ,(株)プラスアルファ・コンサルティング,データ分析・可視化のクラウドサービス提供。人材活用、マーケティング、ＣＲＭの各分野向け,11:30,"3,370"
262,4072,東証1部,(株)電算システムホールディングス,電算システムが２１年７月持株会社に移行。グーグル含む情報処理サービスと収納代行が２本柱,11:30,"2,625"
263,4073,マザーズ,(株)ジィ・シィ企画,,11:01,"1,178"
264,4074,マザーズ,(株)ラキール,システム開発と企業のＤＸ化を支援する「ＬａＫｅｅｌ」製品が２本柱。ＭＢＯにより１７年独立,11:29,"2,655"
265,4075,マザーズ,ブレインズテクノロジー(株),ＡＩ実装のソフト事業が柱。製造、情報通信、建設業中心に、異常検知と企業内検索エンジン提供,11:30,"2,103"
266,4076,マザーズ,(株)シイエヌエス,企業向けシステム受託開発が柱。ビッグデータ分析やクラウド基盤構築も。金融や公共向け強い,11:21,"1,638"
267,4165,マザーズ,(株)プレイド,Ｗｅｂサイト・アプリの顧客分析プラットフォーム「ＫＡＲＴＥ」を展開。米グーグルと戦略提携,11:30,"2,807"
268,4166,マザーズ,かっこ(株),後払い決済事業者やＥＣ事業者向けに不正注文検知サービス提供。不正データ大量保有が強み,10:35,"1,996"
269,4167,マザーズ,(株)ココペリ,中小企業支援プラットフォーム「ＢｉｇＡｄｖａｎｃｅ」運営。金融機関通じＳａａＳで提供,11:29,"2,238"
270,4168,マザーズ,(株)ヤプリ,アプリ開発・運用・分析が行えるクラウド型ソフトを提供。誰でもできるノーコードが強み,11:25,"4,105"
271,4169,マザーズ,ＥＮＥＣＨＡＮＧＥ(株),電力・ガス切り替えプラットフォーム運営や電力・ガス会社用クラウド型ＤＸ支援サービス提供,11:30,"5,400"
272,4170,マザーズ,(株)Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,企業サービスのデジタル化支援するＵＸ／ＤＸソリューションと動画ソリューションが柱,11:30,604
273,4171,東証JQS,(株)グローバルインフォメーション,海外の市場調査リポート販売が主力、日本中心に韓台でも展開。製造業等の大手企業が主顧客,09:38,"1,600"
274,4172,東証JQS,東和ハイシステム(株),歯科医院向け電子カルテ統合システムを西日本中心に展開。無償サポートで更新比率高い,11:15,"2,611"
275,4173,マザーズ,(株)ＷＡＣＵＬ,ＷｅｂサイトをＡＩ解析し改善提案、ＳＥＯや広告運用代行まで手がける。ＤＸコンサルも,11:28,"1,270"
276,4174,東証JQS,(株)アピリッツ,ＥＣサイト、Ｗｅｂシステムの受託開発等手がける。オンラインゲームの自社運営、開発請負も,11:18,540
277,4175,マザーズ,(株)ｃｏｌｙ,モバイルゲーム開発・運営が柱。女性向け作品に強み、グッズ展開も。自社キャラクター育成中,11:30,"2,931"
278,4176,マザーズ,(株)ココナラ,個人が知識やスキルをオンラインで出品できるＥＣ型スキルシェアサービス「ココナラ」運営,11:29,"1,821"
279,4177,マザーズ,(株)ｉ−ｐｌｕｇ,新卒特化のダイレクトリクルーティング「ＯｆｆｅｒＢｏｘ」を運営。適性検査サービスも展開,10:43,"6,180"
280,4178,マザーズ,(株)Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,セールスフォースに強いクラウドインテグレーター、ＳＩも展開、占いチャット事業も,10:46,"2,143"
281,4179,マザーズ,(株)ジーネクスト,クラウド活用の顧客対応サービス「ディスカバリーズ」展開。食品、日用品業界向けが主柱,10:19,622
282,4180,マザーズ,Ａｐｐｉｅｒ　Ｇｒｏｕｐ(株),販促分野で人工知能活用したサービスを開発・提供。台湾発企業。顧客企業の多くは日本に,11:29,"1,550"
283,4192,マザーズ,スパイダープラス(株),建築図面・現場施工の管理アプリ「ＳＰＩＤＥＲＰＬＵＳ」を開発販売。建設業者が主要顧客,11:29,"1,466"
284,4193,東証JQS,(株)ファブリカコミュニケーションズ,事前通知や督促など法人向けＳＭＳ送信サービスを軸に中古車販売業務管理システムも展開,11:29,"2,569"
285,4194,マザーズ,ビジョナル(株),クラウド活用の会員制転職サービス「ビズリーチ」、人材管理「ハーモス」展開。事業承継等も,12/09,"8,680"
286,4196,東証JQS,(株)ネオマーケティング,企業のマーケティング支援が柱。市場調査から商品開発・販売まで一貫して支援。業務は内製化,11:29,"2,528"
287,4198,東証JQS,(株)テンダ,Ｗｅｂ関連の受託開発・保守・運用、ＳＥ派遣やマニュアル自動作成等ソフト販売。ゲーム制作も,09:34,"1,817"
288,4199,マザーズ,ワンダープラネット(株),名古屋拠点にスマホゲームアプリ「クラッシュフィーバー」等を開発・運営。海外版も展開,11:16,"1,966"
289,4200,東証JQS,(株)ＨＣＳホールディングス,業務ソフトの設計・開発・保守が柱。顧客に電力、航空、鉄鋼など。ＥＲＰ導入やマーケ支援も,10:26,"1,351"
290,4255, ,ＴＨＥＣＯＯ(株),,---,---
291,4256, ,(株)サインド,,---,---
292,4258, ,(株)網屋,,---,---
293,4259, ,(株)エクサウィザーズ,,---,---
294,4260, ,(株)ハイブリッドテクノロジーズ,,---,---
295,4261, ,アジアクエスト(株),,---,---
296,4262, ,ニフティライフスタイル(株),,---,---
297,4263, ,サスメド(株),,---,---
298,4264, ,(株)セキュア,,---,---
299,4265, ,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅ(株),,---,---
300,4284,東証1部,(株)ソルクシーズ,ＳＢＩ社が筆頭株主のＳＩ会社。信販、証券など金融業界が主顧客。クラウド事業を本格推進,11:28,468
301,4287,東証JQS,(株)ジャストプランニング,外食業界に特化した業務ソフト開発・運用のＡＳＰ事業者。ホール運営のサン電子と業務提携,11:10,357
302,4288,東証JQS,(株)アズジェント,セキュリティソフト輸入販売から構築・運用等含めた高付加価値サービス事業へ転換。独立系,11:29,716
303,4295,東証1部,(株)フェイス,柱は着信メロディから１４年連結の日本コロムビアの音楽・映像に。楽曲推薦ネットラジオ育成,11:30,673
304,4298,東証1部,(株)プロトコーポレーション,中古車サイトの情報料・広告収入とタイヤほか物販が柱。新車販売店や整備工場領域を拡充,11:30,"1,359"
305,4299,東証1部,(株)ハイマックス,独立系ＳＩ。金融、保険、流通、クレジットカードが主体。野村総研、ＩＢＭ、富士通向け多い,11:29,"1,087"
306,4304,東証JQS,(株)Ｅストアー,ＥＣ総合支援サービス展開。Ｗｅｂ店舗運営支援や出店店舗の販促支援が柱。電子認証事業参入,11:30,"1,516"
307,4307,東証1部,(株)野村総合研究所,野村証券系ＳＩ。コンサル、システム開発・運用の一貫体制。顧客は金融機関と流通業が中心,11:30,"4,955"
308,4308,マザーズ,(株)Ｊストリーム,ネットによる動画ライブ中継やオンデマンド放送の配信インフラ提供。映像制作等も手がける,11:29,800
309,4312,東証1部,サイバネットシステム(株),富士ソフト子会社。設計用ＣＡＥソフト主力。ライセンス販売が約７割占める。自社品強化中,11:29,716
310,4316,東証JQG,(株)ビーマップ,鉄道など交通関連、位置情報、画像配信事業展開。無線ＬＡＮ設置も。不採算事業の整理進める,11:30,513
311,4320,東証1部,(株)ＣＥホールディングス,電子カルテシステムを自社開発。中小病院向けに強み。ＮＥＣなど大手ＩＴとの協業も強化,11:28,497
312,4323,東証1部,日本システム技術(株),独立系のシステム開発。ソフト開発、パッケージ、システム販売、医療ビッグデータが４本柱,11:30,"2,867"
313,4326,東証1部,(株)インテージホールディングス,日本で唯一、消費、販売の両パネル調査網持つ。市場調査分野で国内首位、１３年持株会社に,11:30,"1,708"
314,4333,東証1部,(株)東邦システムサイエンス,旧東邦生命系から独立したソフト開発中堅。ＮＲＩ、日ユニシス、富士通等と連携。金融系が得意,10:50,"1,003"
315,4334,東証JQS,(株)ユークス,ゲームやパチンコ・パチスロソフトの受託開発。自社ソフト開発や独自技術の２次利用の展開も,11:22,599
316,4335,東証JQS,(株)アイ・ピー・エス,関西地盤に企業向け情報システム開発を行う。ＳＡＰのＥＲＰを中心に販売。首都圏を強化中,10:30,815
317,4344,東証1部,ソースネクスト(株),ＰＣ用低価格ソフトが中心。ウイルス対策はシェア上位。自動通訳機「ポケトーク」が主力商品,11:30,208
318,4348,東証1部,インフォコム(株),業界首位級の電子コミックとシステム開発が柱、医療・介護関連や管理ソフト強化、帝人子会社,11:30,"2,017"
319,4349,名証2部,(株)テスク,量販型小売業や卸業に特化したＩＴベンダー。基幹系システム開発強い。業務コンサルも得意,12/02,"3,250"
320,4356,東証JQS,応用技術(株),住宅・建設用業務改善ソフトと防災コンサルが２本柱。トランスコスモス傘下ながら独自展開,11:07,"4,995"
321,4370,マザーズ,モビルス(株),コンタクトセンター向けＳａａＳを各種提供。サブスク比率高い。直販多いがＯＥＭも展開,11:29,"1,075"
322,4371,マザーズ,(株)コアコンセプト・テクノロジー,,11:28,"9,060"
323,4372,マザーズ,ユミルリンク(株),,11:30,"1,139"
324,4373,東証1部,シンプレクス・ホールディングス(株),,11:30,"2,581"
325,4374,マザーズ,(株)ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,,11:30,"2,958"
326,4375,マザーズ,セーフィー(株),,11:30,"2,430"
327,4376,マザーズ,(株)くふうカンパニー,,11:30,425
328,4377,マザーズ,(株)ワンキャリア,,11:30,"2,790"
329,4378,マザーズ,(株)ＣＩＮＣ,,11:30,"2,686"
330,4379,マザーズ,(株)Ｐｈｏｔｏｓｙｎｔｈ,,11:30,903
331,4380,マザーズ,(株)Ｍマート,業務用食材卸サイト「Ｍマート」、厨房機器・食器等卸サイト「Ｂｎｅｔ」などで電子商取引仲介,09:50,793
332,4381,マザーズ,ビープラッツ(株),サブスク（定額課金）サービスに必要な各種機能を基盤として提供。トヨタ「ＫＩＮＴＯ」も採用,11:30,"1,289"
333,4382,東証1部,ＨＥＲＯＺ(株),ＡＩ技術強みに市場予測などＢｔｏＢサービスを提供。「将棋ウォーズ」など頭脳ゲームアプリも,11:30,"1,460"
334,4384,東証1部,ラクスル(株),ネットで印刷を低価格で小口から仲介する「ラクスル」運営。集客支援や運送仲介「ハコベル」も,11:30,"5,470"
335,4385,マザーズ,(株)メルカリ,フリマアプリ国内首位。販売手数料が柱。スマホ決済「メルペイ」事業、米国フリマ事業強化中,11:30,"6,420"
336,4386,東証2部,(株)ＳＩＧグループ,システム開発会社。官公庁向け給与システムに強み。インフラ・セキュリティ事業も注力,11:30,547
337,4387,マザーズ,(株)ＺＵＵ,金融メディア「ＺＵＵオンライン」を運営。金融機関にはＩＴを使って集客支援。転職紹介も展開,11:22,"1,330"
338,4388,マザーズ,(株)エーアイ,音声合成エンジンを開発・販売。防災無線など法人向けと個人向けで読み上げサービスを提供,11:30,894
339,4389,マザーズ,プロパティデータバンク(株),不動産管理クラウドサービス「＠プロパティ」を提供。Ｊ−ＲＥＩＴ向けで５割超のシェア,09:51,"1,530"
340,4390,東証1部,(株)アイ・ピー・エス,フィリピンの通信・ＣＡＴＶ業者に国際回線を販売、国内はコールセンター等の格安通信に強み,11:30,"2,049"
341,4391,マザーズ,ロジザード(株),倉庫の在庫管理システムをクラウドで提供。アパレル向けに強く、ネット通販や３ＰＬ向け拡大,11:30,"2,010"
342,4392,東証1部,ＦＩＧ(株),移動体通信システム主力のモバイルクリエイトが子会社・石井工作研究所と共同持株会社設立,11:30,332
343,4393,マザーズ,(株)バンク・オブ・イノベーション,スマホゲームアプリを開発・運営。動画検索事業撤退しゲームに軸足。デザイナー内製化に特色,11:30,"2,009"
344,4394,マザーズ,(株)エクスモーション,組み込みソフトの品質改善に特化したコンサル会社。主力は自動車分野。ソルクシーズ子会社,09:05,904
345,4395,マザーズ,(株)アクリート,企業から個人向けのＳＭＳ（ショートメッセージ）配信代行サービス展開。認証用途が多い,11:30,"1,418"
346,4396,東証1部,(株)システムサポート,ＩＴシステム開発・保守、オラクルＤＢ得意。データセンター受託に注力、自社製ソフト販売も,11:29,"1,223"
347,4397,マザーズ,(株)チームスピリット,勤怠管理等業務ソフトを一体化したクラウドサービス提供。米セールスフォース社と資本提携,11:30,689
348,4398,東証JQS,(株)ブロードバンドセキュリティ,監査・コンサルや脆弱性診断、情報漏洩対策など総合的なＩＴセキュリティサービスを提供,11:06,"1,546"
349,4412,マザーズ,(株)サイエンスアーツ,,11:30,"16,880"
350,4413,マザーズ,(株)ボードルア,,11:30,"2,211"
351,4414,マザーズ,(株)フレクト,,---,---
352,4415, ,(株)ブロードエンタープライズ,,---,---
353,4416, ,(株)Ｔｒｕｅ　Ｄａｔａ,,---,---
354,4417, ,グローバルセキュリティエキスパート(株),,---,---
355,4418, ,(株)ＪＤＳＣ,,---,---
356,4419, ,(株)Ｆｉｎａｔｅｘｔホールディングス,,---,---
357,4420,東証1部,イーソル(株),組み込み機器に特化したＯＳの開発販売が主力。自動車やＡＶ機器など顧客は多分野にわたる,11:08,677
358,4421,東証JQS,(株)ディ・アイ・システム,通信や金融、官公庁向けシステム開発・運用のＳＩ事業が主。新卒者のＩＴ教育研修サービスも,11:18,957
359,4422,マザーズ,ＶＡＬＵＥＮＥＸ(株),独自アルゴリズム基盤のビッグデータ解析ツールを提供。同ツール活用のコンサルも展開,09:49,940
360,4423,東証1部,アルテリア・ネットワークス(株),丸紅系。光ファイバー網保有し企業向け通信サービスを展開。マンション向け一括提供型は首位,11:29,"1,605"
361,4424,マザーズ,(株)Ａｍａｚｉａ,無料モデルの漫画アプリ「マンガＢＡＮＧ！」運営。男性向けに強み。一部課金、広告で稼ぐ,11:28,988
362,4425,マザーズ,Ｋｕｄａｎ(株),機械の眼に相当する人工知覚（ＡＰ）技術の研究に特化、独自アルゴリズムをライセンス提供,11:30,"3,730"
363,4427,東証1部,(株)ＥｄｕＬａｂ,ネットによる英語教育が出発点、英検向けの比重高い。ＡＩソフトやテストセンター運営に注力,11:27,"1,220"
364,4428,マザーズ,(株)シノプス,大手小売業向けに需要予測型の自動発注システム「ｓｉｎｏｐｓ」を展開。卸、製造業向けも,11:21,"1,292"
365,4429,マザーズ,リックソフト(株),豪アトラシアン社などの業務系パッケージソフト販売。導入支援や運用支援、自社開発も行う,10:32,"1,693"
366,4430,東証1部,東海ソフト(株),独立系のソフト開発会社。名古屋に本社。ＩｏＴ関連、組み込み、金融・公共が３本柱。堅実経営,11:23,"1,043"
367,4431,マザーズ,(株)スマレジ,スマホ使ったＰＯＳレジアプリのクラウドサービス事業。ネット経由で中小事業者らに拡販,11:30,"2,787"
368,4432,東証1部,ウイングアーク１ｓｔ(株),帳票・文書管理ソフトと企業内データ活用支援の２本柱。間接販売が主。ＭＢＯ経て２１年再上場,11:29,"2,107"
369,4433,東証1部,(株)ヒト・コミュニケーションズ・ホールディングス,光回線、携帯、家電など営業支援。免税店などのインバウンドやｅコマース支援にも展開,11:30,"2,791"
370,4434,東証1部,(株)サーバーワークス,米アマゾン傘下のクラウド「ＡＷＳ」導入支援・保守代行が柱。運用自動化システムに強み,11:28,"3,495"
371,4435,マザーズ,(株)カオナビ,顔写真使う企業向け人材マネジメントシステムをクラウドで提供、リクルートの持分法会社,11:30,"2,995"
372,4436,マザーズ,(株)ミンカブ・ジ・インフォノイド,「みんなの株式」「株探」などのメディア運営と法人向け情報サービスが柱。情報自動生成に強み,11:30,"2,906"
